院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
阜阳职业技术学院,安徽,安徽省教育厅,工科,高职(专科),115.764130,32.901728
安徽新华学院,安徽,安徽省教育厅,工科,本科/高职(专科),117.184390,31.826712
铜陵职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.862892,30.962779
民办万博科技职业学院,安徽,安徽省教育厅,工科,高职(专科),117.207214,31.863115
安徽警官职业学院,安徽,安徽省教育厅,政法,高职(专科),117.224317,31.876363
淮南职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.012842,32.621522
安徽工业经济职业技术学院,安徽,安徽省教育厅,财经,高职(专科),117.328706,31.817445
合肥通用职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.203877,31.857565
安徽文达信息工程学院,安徽,安徽省教育厅,工科,本科/高职(专科),117.019463,31.742430
安徽工贸职业技术学院,安徽,安徽省教育厅,工科,高职(专科), , 
宿州职业技术学院,安徽,安徽省教育厅,工科,高职(专科),116.973880,33.724776
六安职业技术学院,安徽,安徽省教育厅,工科,高职(专科),116.545009,31.831226
安徽电子信息职业技术学院,安徽,安徽省教育厅,工科,高职(专科), , 
民办合肥经济技术职业学院,安徽,安徽省教育厅,财经,高职(专科),117.909725,31.613142
安徽交通职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.296633,31.824387
安徽体育运动职业技术学院,安徽,安徽省教育厅,体育,高职(专科),117.350606,31.771084
亳州学院,安徽,安徽省教育厅,师范,本科,115.768788,33.802509
合肥职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.908969,31.612988
滁州职业技术学院,安徽,安徽省教育厅,工科,高职(专科),118.302415,32.245237
池州职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.021941,30.096729
宣城职业技术学院,安徽,安徽省教育厅,工科,高职(专科),118.729909,30.909060
安徽广播影视职业技术学院,安徽,安徽省教育厅,艺术,高职(专科),117.372319,31.929067
民办合肥滨湖职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.252346,31.723399
安徽外国语学院,安徽,安徽省教育厅,语言,本科/高职(专科),117.023826,31.738806
安徽电气工程职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.261274,31.842356
安徽冶金科技职业学院,安徽,安徽省教育厅,工科,高职(专科), , 
安徽城市管理职业学院,安徽,安徽省教育厅,财经,高职(专科),117.392407,31.928549
安徽机电职业技术学院,安徽,安徽省教育厅,工科,高职(专科), , 
安徽工商职业学院,安徽,安徽省教育厅,财经,高职(专科),117.260098,31.958958
安徽中澳科技职业学院,安徽,安徽省教育厅,工科,高职(专科),117.251503,31.877931
阜阳科技职业学院,安徽,安徽省教育厅,工科,高职(专科),115.788236,32.897259
亳州职业技术学院,安徽,安徽省教育厅,工科,高职(专科),115.768161,33.844381
安徽国防科技职业学院,安徽,安徽省教育厅,工科,高职(专科), , 
安庆职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.129681,30.539218
安徽艺术职业学院,安徽,安徽省教育厅,艺术,高职(专科),117.296235,31.848956
安徽财经大学商学院,安徽,安徽省教育厅,财经,本科, , 
安徽大学江淮学院,安徽,安徽省教育厅,综合,本科,117.248555,31.865330
安徽信息工程学院,安徽,安徽省教育厅,工科,本科,117.020708,31.743168
安徽工业大学工商学院,安徽,安徽省教育厅,工科,本科,117.263040,31.958290
安徽建筑大学城市建设学院,安徽,安徽省教育厅,工科,本科,117.596810,31.607092
安徽农业大学经济技术学院,安徽,安徽省教育厅,综合,本科,117.211973,31.770216
安徽师范大学皖江学院,安徽,安徽省教育厅,师范,本科,117.258058,31.863542
安徽医科大学临床医学院,安徽,安徽省教育厅,医药,本科,117.211806,31.792700
阜阳师范学院信息工程学院,安徽,安徽省教育厅,综合,本科,115.804951,32.891351
淮北师范大学信息学院,安徽,安徽省教育厅,师范,本科,116.811787,33.981348
马鞍山师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),118.495802,31.655528
安徽财贸职业学院,安徽,安徽省教育厅,财经,高职(专科),117.179461,31.753191
安徽国际商务职业学院,安徽,安徽省教育厅,财经,高职(专科),117.269505,31.987676
安徽公安职业学院,安徽,安徽省教育厅,政法,高职(专科),117.177103,31.828748
安徽林业职业技术学院,安徽,安徽省教育厅,林业,高职(专科),117.187358,31.841715
安徽审计职业学院,安徽,安徽省教育厅,财经,高职(专科),117.258015,31.723584
安徽新闻出版职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.243184,31.777646
安徽邮电职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.232847,31.848829
安徽工业职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.328706,31.817445
民办合肥财经职业学院,安徽,安徽省教育厅,财经,高职(专科),117.174386,31.756749
安庆医药高等专科学校,安徽,安徽省教育厅,医药,高职(专科),116.974889,30.612114
合肥师范学院,安徽,安徽省教育厅,师范,本科/高职(专科),117.274808,31.853878
安徽涉外经济职业学院,安徽,安徽省教育厅,财经,高职(专科),117.394557,31.933494
安徽绿海商务职业学院,安徽,安徽省教育厅,综合,高职(专科),117.198680,31.749208
合肥共达职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.314155,31.965150
蚌埠经济技术职业学院,安徽,安徽省教育厅,财经,高职(专科),117.369305,33.153995
民办安徽旅游职业学院,安徽,安徽省教育厅,财经,高职(专科),117.270908,31.755351
徽商职业学院,安徽,安徽省教育厅,工科,高职(专科),117.261597,31.836897
马鞍山职业技术学院,安徽,安徽省教育厅,工科,高职(专科),118.557980,31.661755
皖江工学院,安徽,安徽省教育厅,综合,本科, , 
安徽现代信息工程职业学院,安徽,安徽省教育厅,工科,高职(专科), , 
安徽矿业职业技术学院,安徽,安徽省教育厅,综合,高职(专科), , 
合肥信息技术职业学院,安徽,安徽省教育厅,综合,高职(专科),117.173270,31.759002
桐城师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),116.942096,31.049793
黄山职业技术学院,安徽,安徽省教育厅,综合,高职(专科),118.272363,29.690566
安徽汽车职业技术学院,安徽,安徽省教育厅,工科,高职(专科),117.272301,31.738999
皖西卫生职业学院,安徽,安徽省教育厅,医药,高职(专科),116.531723,31.767565
合肥幼儿师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),117.375923,31.920707
安徽长江职业学院,安徽,安徽省教育厅,工科,高职(专科),117.598580,31.605910
安徽扬子职业技术学院,安徽,安徽省教育厅,工科,高职(专科), , 
安徽黄梅戏艺术职业学院,安徽,安徽省教育厅,艺术,高职(专科),117.296235,31.848956
安徽粮食工程职业学院,安徽,安徽省教育厅,工科,高职(专科),117.396096,31.917095
安徽卫生健康职业学院,安徽,安徽省教育厅,综合,高职(专科),117.284922,31.861184
合肥科技职业学院,安徽,安徽省教育厅,工科,高职(专科),117.031018,31.746887
皖北卫生职业学院,安徽,安徽省教育厅,医药,高职(专科), , 
阜阳幼儿师范高等专科学校,安徽,安徽省教育厅,师范,高职(专科),115.779626,32.898925
安徽艺术学院,安徽,安徽省教育厅,艺术,本科,117.255330,31.812950
合肥工业大学(宣城校区),安徽,教育部,工科,本科,117.297654,31.846592
安徽经济管理干部学院,安徽,安徽省教育厅,财经,高职(专科),117.179585,31.828766
陆军炮兵防空兵学院,安徽,中央军委训练管理部,综合,本科,115.637337,23.068914
厦门大学,福建,教育部,综合,本科,118.095414,24.436803
华侨大学,福建,国务院侨务办公室,综合,本科/高职(专科),118.645264,24.934317
福州大学,福建,福建省教育厅,工科,本科/高职(专科),119.195050,26.057266
福建工程学院,福建,福建省教育厅,工科,本科/高职(专科),119.194223,26.038543
福建农林大学,福建,福建省教育厅,农业,本科/高职(专科),119.238292,26.082845
集美大学,福建,福建省教育厅,综合,本科/高职(专科),118.096359,24.569562
福建医科大学,福建,福建省教育厅,医药,本科,119.184255,26.068223
福建中医药大学,福建,福建省教育厅,医药,本科,119.182057,26.074657
福建师范大学,福建,福建省教育厅,师范,本科/高职(专科),119.310532,26.037661
闽江学院,福建,福建省教育厅,工科,本科/高职(专科),119.169113,26.064703
武夷学院,福建,福建省教育厅,综合,本科/高职(专科),118.004250,27.709625
宁德师范学院,福建,福建省教育厅,师范,本科/高职(专科),119.594204,26.656655
泉州师范学院,福建,福建省教育厅,师范,本科/高职(专科),118.670942,24.868273
闽南师范大学,福建,福建省教育厅,师范,本科,117.645363,24.507475
福建船政交通职业学院,福建,福建省教育厅,工科,高职(专科),119.311568,26.028301
厦门理工学院,福建,福建省教育厅,工科,本科/高职(专科),118.085730,24.623940
三明学院,福建,福建省教育厅,综合,本科/高职(专科),117.565445,26.193380
龙岩学院,福建,福建省教育厅,综合,本科/高职(专科),117.026978,25.030844
福建商学院,福建,福建省教育厅,财经,高职(专科),119.463842,26.240146
漳州职业技术学院,福建,福建省教育厅,工科,高职(专科),117.639847,24.522701
闽西职业技术学院,福建,福建省教育厅,工科,高职(专科),117.032547,25.064215
黎明职业大学,福建,福建省教育厅,综合,高职(专科),118.625656,24.880413
福建警察学院,福建,福建省教育厅,政法,本科,119.315760,26.026564
莆田学院,福建,福建省教育厅,综合,本科/高职(专科),119.012131,25.446740
福建华南女子职业学院,福建,福建省教育厅,综合,高职(专科),119.202931,26.024793
福州职业技术学院,福建,福建省教育厅,综合,高职(专科),119.158744,26.074581
仰恩大学,福建,福建省教育厅,综合,本科,118.613480,25.111475
福建林业职业技术学院,福建,福建省教育厅,林业,高职(专科), , 
福建信息职业技术学院,福建,福建省教育厅,工科,高职(专科),119.347706,25.995149
福建水利电力职业技术学院,福建,福建省教育厅,工科,高职(专科), , 
福建电力职业技术学院,福建,福建省教育厅,工科,高职(专科), , 
厦门海洋职业技术学院,福建,福建省教育厅,农业,高职(专科),118.105279,24.488084
福建农业职业技术学院,福建,福建省教育厅,农业,高职(专科),119.306734,25.828951
厦门医学院,福建,福建省教育厅,医药,本科,118.004782,24.608168
福建卫生职业技术学院,福建,福建省教育厅,医药,高职(专科),119.171447,26.142283
泉州医学高等专科学校,福建,福建省教育厅,医药,高职(专科),118.669812,24.930390
福州英华职业学院,福建,福建省教育厅,语言,高职(专科),119.391657,25.978067
厦门华厦学院,福建,福建省教育厅,综合,本科/高职(专科),118.083649,24.629894
闽南理工学院,福建,福建省教育厅,工科,本科/高职(专科),118.665741,24.716917
泉州纺织服装职业学院,福建,福建省教育厅,综合,高职(专科),118.671203,24.736999
泉州华光职业学院,福建,福建省教育厅,综合,高职(专科),118.701479,24.959435
泉州职业技术大学,福建,福建省教育厅,综合,高职(专科), , 
闽南科技学院,福建,福建省教育厅,工科,本科,118.480377,25.035480
福建农林大学东方学院,福建,福建省教育厅,工科,本科,119.651394,26.070913
厦门工学院,福建,福建省教育厅,工科,本科,118.070549,24.619431
阳光学院,福建,福建省教育厅,工科,本科,113.918213,30.935204
厦门大学嘉庚学院,福建,福建省教育厅,综合,本科,118.095414,24.436803
福州大学至诚学院,福建,福建省教育厅,综合,本科,119.272678,26.074247
集美大学诚毅学院,福建,福建省教育厅,综合,本科,118.094630,24.591669
福建师范大学协和学院,福建,福建省教育厅,综合,本科,119.203950,26.021382
福建警官职业学院,福建,福建省教育厅,政法,高职(专科),119.354661,26.078451
福州外语外贸学院,福建,福建省教育厅,财经,本科/高职(专科),119.500198,25.922324
福建江夏学院,福建,福建省教育厅,财经,本科/高职(专科),119.192703,26.065096
闽北职业技术学院,福建,福建省教育厅,综合,高职(专科),118.249855,26.580540
福州黎明职业技术学院,福建,福建省教育厅,工科,高职(专科),119.179486,25.906874
泉州信息工程学院,福建,福建省教育厅,工科,本科,118.584790,24.942056
厦门演艺职业学院,福建,福建省教育厅,艺术,高职(专科),118.247198,24.636161
厦门华天涉外职业技术学院,福建,福建省教育厅,综合,高职(专科),118.249971,24.604519
泉州经贸职业技术学院,福建,福建省教育厅,财经,高职(专科),118.039518,25.227037
福建对外经济贸易职业技术学院,福建,福建省教育厅,财经,高职(专科),119.505216,26.074197
湄洲湾职业技术学院,福建,福建省教育厅,综合,高职(专科),118.858063,25.266693
福州理工学院,福建,福建省教育厅,财经,高职(专科),119.244301,26.088773
